"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",137,35,78770,96,357414,42,196644,54,160770,68,339409.86,96,357414,56,280122,56,257189,3,22933,113,486580,22,35097,3,1500,0,0,5,2222744,126,795467.86
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",31,3,6514,25,101430,14,65548,11,35882,11,48108.93,25,103433,9,42299,9,40296,1,2003,26,114694,0,0,0,0,0,0,1,661874,27,162844.43
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,362,86,200385,237,877989,99,461618,138,416371,183,985641.58,238,885892,156,828343,155,771670,12,56673,282,1209332,44,82459,11,5700,0,0,14,7402781,317,2118601.58
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",365,85,193198,266,991347.33,106,492492,160,498855.33,185,954387.76,267,1003055.33,159,795269,157,751803,11,43466,308,1487858.33,52,241082,23,23675,4,27574,4,2025571,336,2334298.09
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,365,85,193198,266,991347.33,106,492492,160,498855.33,185,954387.76,267,1003055.33,159,795269,157,751803,11,43466,308,1487858.33,52,241082,23,23675,4,27574,4,2025571,336,2334298.09
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",169,39,83114,91,308611,16,74912,75,233699,75,435205.7,92,312561,73,399624,69,348938,7,50686,119,433593,16,13675,7,4800,4,31867.5,8,4547477,137,908710.7
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",17,4,8752,11,41817,5,23410,6,18407,7,34906,11,41817,6,26154,6,26154,0,0,15,55319,5,4250,0,0,0,0,0,0,15,81473
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",20,1,2888,11,42050,5,23410,6,18640,4,18357,11,42050,3,15469,3,15469,0,0,13,64879,4,19241,0,0,0,0,1,606857,15,84900.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,206,44,94754,113,392478,26,121732,87,270746,86,488468.7,114,396428,82,441247,78,390561,7,50686,147,553791,25,37166,7,4800,4,31867.5,9,5154334,167,1075084.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1262,301,685217,725,2632812.33,255,1188210,470,1444602.33,614,3376957.79,730,2662128.33,540,2914269,530,2659291,49,254978,922,4190614.33,175,718096,56,46300,19,142618.32,28,15131473,1058,7411631.44
Bachelor's,BSFCS,,,,1262,301,685217,725,2632812.33,255,1188210,470,1444602.33,614,3376957.79,730,2662128.33,540,2914269,530,2659291,49,254978,922,4190614.33,175,718096,56,46300,19,142618.32,28,15131473,1058,7411631.44
Bachelor's,,,,,1262,301,685217,725,2632812.33,255,1188210,470,1444602.33,614,3376957.79,730,2662128.33,540,2914269,530,2659291,49,254978,922,4190614.33,175,718096,56,46300,19,142618.32,28,15131473,1058,7411631.44
,,,,,1262,301,685217,725,2632812.33,255,1188210,470,1444602.33,614,3376957.79,730,2662128.33,540,2914269,530,2659291,49,254978,922,4190614.33,175,718096,56,46300,19,142618.32,28,15131473,1058,7411631.44
