"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,31,3,5846,24,87257,7,34265,17,52992,13,60595,24,87257,11,60247,11,54749,1,5498,27,109128,7,15025,2,9500,0,0,1,725759,27,178895
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",114,28,71546,69,264742,26,127270,43,137472,52,318583,70,268450,48,305731,45,245037,8,60694,89,370867.5,16,21275,4,9800,2,19040,11,9046391,102,747998.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",193,29,67536,153,670523,99,482619,54,187904,75,370933.73,153,672470,63,334959,61,294728,6,40231,161,817112,24,50953,6,14317,2,19040,11,8702637,182,1233900.73
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,350,62,150124,252,1043475,135,654867,117,388608,142,759057.73,253,1049130,123,704687,118,598264,15,106423,285,1335981.5,50,99978,12,33617,6,45884,23,18474787,321,2211222.23
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",468,63,150606,345,1444238,178,871310,167,572928,169,945913.05,348,1454917,152,861696,146,783536,13,78160,383,1907439,57,254820,28,43550,11,93484,12,9676694,420,2929770.05
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,468,63,150606,345,1444238,178,871310,167,572928,169,945913.05,348,1454917,152,861696,146,783536,13,78160,383,1907439,57,254820,28,43550,11,93484,12,9676694,420,2929770.05
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",209,30,71991,121,483554.2,49,239855,72,243699.2,87,611994,121,483554.2,81,640584,75,539003,11,101581,139,651939.2,23,78544,8,13125,12,114240,7,5493323,176,1440083.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",37,5,8491,26,94037,9,42069,17,51968,12,81544,26,94037,12,81053,11,73053,1,8000,30,107653,10,5125,0,0,0,0,1,690657,32,193466
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",18,2,5421,12,47259,5,24475,7,22784,9,69103,12,47259,8,63182,8,63182,0,0,14,60005,2,4075,1,4000,1,9520,1,828756,16,137467
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,264,37,85903,159,624850.2,63,306399,96,318451.2,108,762641,159,624850.2,101,784819,94,675238,12,109581,183,819597.2,35,87744,9,17125,13,123760,9,7012736,224,1771016.2
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1510,271,658882,938,3795383.8,429,2092011,509,1703372.8,626,3612944.47,946,3829206.8,551,3357789,525,2919090,62,438699,1120,5392727.3,208,773839,72,143215,43,354827,51,40879267,1302,9393011.77
Bachelor's,BSFCS,,,,1510,271,658882,938,3795383.8,429,2092011,509,1703372.8,626,3612944.47,946,3829206.8,551,3357789,525,2919090,62,438699,1120,5392727.3,208,773839,72,143215,43,354827,51,40879267,1302,9393011.77
Bachelor's,,,,,1510,271,658882,938,3795383.8,429,2092011,509,1703372.8,626,3612944.47,946,3829206.8,551,3357789,525,2919090,62,438699,1120,5392727.3,208,773839,72,143215,43,354827,51,40879267,1302,9393011.77
,,,,,1510,271,658882,938,3795383.8,429,2092011,509,1703372.8,626,3612944.47,946,3829206.8,551,3357789,525,2919090,62,438699,1120,5392727.3,208,773839,72,143215,43,354827,51,40879267,1302,9393011.77
