"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Culinary Science & Nutrition",12,3,5205,4,16744,2,9552,2,7192,4,29580,4,16744,3,24375,3,24375,0,0,7,36939,3,13740,1,425,1,4776,1,664262,10,70733.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,42,8,16370,28,109024,14,66864,14,42160,19,96849.3,28,109024,16,86109,16,78515,1,7594,33,131094,3,4200,0,0,0,0,1,725759,34,227954.3
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",105,23,52803,72,281472,27,128952,45,152520,46,278885,72,281472,39,242422,37,225082,4,17340,86,361025,13,15500,2,6500,1,9287,5,3979963,94,635951.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",2,1,1524,1,2838,1,2838,0,0,1,7774,1,2838,1,6250,1,6250,0,0,2,4862,1,500,1,500,0,0,0,0,2,11112
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",186,32,71804,152,624070,90,427902,62,196168,73,369753.86,153,627498,61,343025,59,292059,9,50966,161,747121,24,31572,9,7747,2,18574,10,7750263,180,1163689.36
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,347,67,147706,257,1034148,134,636108,123,398040,143,782842.16,258,1037576,120,702181,116,626281,14,75900,289,1281041,44,65512,13,15172,4,32637,17,13120247,320,2109440.66
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",512,86,199555,396,1556272.32,190,889998,206,666274.32,205,1080632.5,398,1563861.32,174,914449,173,864646,10,49803,429,2084975.97,67,256597,29,41343,9,77134,14,10623201,472,3154753.47
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,512,86,199555,396,1556272.32,190,889998,206,666274.32,205,1080632.5,398,1563861.32,174,914449,173,864646,10,49803,429,2084975.97,67,256597,29,41343,9,77134,14,10623201,472,3154753.47
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",208,31,69247,132,477902.4,36,169998,96,307904.4,82,532468,132,477902.4,73,497661,70,461221,7,36440,149,616095.4,18,45098,6,8750,4,37148,11,8338142,178,1200093.4
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",55,8,15530,39,128846,13,60150,26,68696,22,130551.4,39,128846,21,113527,21,113527,0,0,43,153363,8,5237,3,2712,0,0,1,690657,45,273027.9
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",12,2,3809,11,41736,5,23880,6,17856,7,32674,11,41736,5,28365,5,28365,0,0,11,50795,1,4000,1,4000,0,0,1,828756,12,83803.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,275,41,88586,182,648484.4,54,254028,128,394456.4,111,695693.4,182,648484.4,99,639553,96,603113,7,36440,203,820253.4,27,54335,10,15462,4,37148,13,9857555,235,1556924.8
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1581,306,707641,1041,3997684.72,437,2058042,604,1939642.72,672,3733615.56,1047,4022127.72,579,3300045,561,2984805,50,315240,1209,5672966.37,220,782176,75,111725,24,199030,51,38895739,1373,9456111.43
Bachelor's,BSFCS,,,,1581,306,707641,1041,3997684.72,437,2058042,604,1939642.72,672,3733615.56,1047,4022127.72,579,3300045,561,2984805,50,315240,1209,5672966.37,220,782176,75,111725,24,199030,51,38895739,1373,9456111.43
Bachelor's,,,,,1581,306,707641,1041,3997684.72,437,2058042,604,1939642.72,672,3733615.56,1047,4022127.72,579,3300045,561,2984805,50,315240,1209,5672966.37,220,782176,75,111725,24,199030,51,38895739,1373,9456111.43
,,,,,1581,306,707641,1041,3997684.72,437,2058042,604,1939642.72,672,3733615.56,1047,4022127.72,579,3300045,561,2984805,50,315240,1209,5672966.37,220,782176,75,111725,24,199030,51,38895739,1373,9456111.43
