"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Consumer Foods",18,6,10710,11,40200,5,23880,6,16320,11,42533,11,40200,7,31823,7,31823,0,0,13,52635,2,1725,1,725,1,4776,1,664262,16,93877.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,42,5,9250,27,99744,14,66864,13,32880,15,92605.95,27,99744,16,91776,14,81930,2,9846,31,136913,6,24419,1,500,0,0,0,0,34,230114.95
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",106,23,46001,72,266248.8,25,119400,47,146848.8,58,294121.66,72,266248.8,45,256156,44,245156,2,11000,86,347689.8,14,26940,4,7550,5,31514,4,3019894,98,669328.96
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",19,5,11025,13,48552,7,33432,6,15120,8,35025,13,48552,6,24000,6,24000,0,0,15,61993,3,1916,0,0,1,2838,0,0,16,88831
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",139,27,66272,101,406728,53,253128,48,153600,61,302157.17,101,408975,51,257789,51,230206,4,27583,118,522496,21,30196,7,7244,2,18574,11,8044053,129,854616.67
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,324,66,143258,224,861472.8,104,496704,120,364768.8,153,766442.78,224,863719.8,125,661544,122,613115,8,48429,263,1121726.8,46,85196,13,16019,9,57702,16,11728209,293,1936769.08
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",429,87,207387,319,1242600,135,644760,184,597840,187,1033164.11,320,1256222,157,890404,153,810600,13,79804,356,1814648,70,279326,28,36178,5,31834.2,17,11449807,395,2829146.31
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,429,87,207387,319,1242600,135,644760,184,597840,187,1033164.11,320,1256222,157,890404,153,810600,13,79804,356,1814648,70,279326,28,36178,5,31834.2,17,11449807,395,2829146.31
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",165,21,41358,100,345998.4,21,100296,79,245702.4,68,412798.05,100,345998.4,64,411062,61,369759,5,41303,119,434466.4,18,27307,4,4000,5,46435,7,5106837,139,925648.95
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",30,6,16035,24,82200,5,23880,19,58320,13,61616,24,82200,12,50581,12,45581,1,5000,27,117831,6,19596,1,500,0,0,0,0,27,168412
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",31,4,9040,22,84288,8,38208,14,46080,14,119198.4,22,84288,14,108847,14,108847,0,0,25,103078,4,4750,0,0,1,2838,1,690657,28,220717.9
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,226,31,66433,146,512486.4,34,162384,112,350102.4,95,593612.45,146,512486.4,90,570490,87,524187,6,46303,171,655375.4,28,51653,5,4500,6,49273,8,5797494,194,1314778.85
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1325,285,651026,831,3123079.2,315,1504440,516,1618639.2,606,3392195.51,832,3138948.2,521,3035283,504,2703988,44,331295,1015,4685081.2,216,732763,70,75222,31,212387.2,48,33389965,1163,8206681.91
Bachelor's,BSFCS,,,,1325,285,651026,831,3123079.2,315,1504440,516,1618639.2,606,3392195.51,832,3138948.2,521,3035283,504,2703988,44,331295,1015,4685081.2,216,732763,70,75222,31,212387.2,48,33389965,1163,8206681.91
Bachelor's,,,,,1325,285,651026,831,3123079.2,315,1504440,516,1618639.2,606,3392195.51,832,3138948.2,521,3035283,504,2703988,44,331295,1015,4685081.2,216,732763,70,75222,31,212387.2,48,33389965,1163,8206681.91
,,,,,1325,285,651026,831,3123079.2,315,1504440,516,1618639.2,606,3392195.51,832,3138948.2,521,3035283,504,2703988,44,331295,1015,4685081.2,216,732763,70,75222,31,212387.2,48,33389965,1163,8206681.91
