"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Consumer Foods",18,5,9475,7,27048,3,14328,4,12720,9,31690,7,27048,5,22215,5,22215,0,0,9,49417,2,12894,1,725,1,2838,1,664262,14,79113.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",Dietetics,60,11,21205,37,136380,16,72540,21,63840,27,143164.46,37,137227,24,135785,23,117530,4,18255,46,189337,11,30002,2,3000,1,9287,1,725759,50,347625.46
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",84,22,42375,54,204539.22,25,116298.42,29,88240.8,45,213624,54,204539.22,32,178249,31,169249,1,9000,63,275271.22,9,23607,4,7550,3,15619,3,2305979,73,487713.22
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",14,3,6421,9,33462,5,21942,4,11520,6,27171,9,33462,6,30985,5,20750,1,10235,10,42049,3,1666,0,0,0,0,0,0,12,73034
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",147,32,81678,109,442998,61,289398,48,153600,66,336195.24,109,444498,52,273881,52,250603,4,23278,127,574142,25,25866,12,17283,2,18574,11,8043324,139,918139.47
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,323,73,161154,216,844427.22,110,514506.42,106,329920.8,153,751844.7,216,846774.22,119,641115,116,580347,10,60768,255,1130216.22,50,94035,19,28558,7,46318,16,11739324,288,1905625.65
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",475,90,214197,370,1428204,157,738204,213,690000,186,1045978.63,372,1438280,154,864779,151,819215,9,45564,412,1994494.25,72,287937,30,42085,4,30699,14,9636610,438,2965287.55
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,475,90,214197,370,1428204,157,738204,213,690000,186,1045978.63,372,1438280,154,864779,151,819215,9,45564,412,1994494.25,72,287937,30,42085,4,30699,14,9636610,438,2965287.55
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",173,25,54067,114,390414,22,103134,92,287280,73,411908.55,114,390414,71,404901,67,355699,6,49202,129,508286,23,48752,5,6900,3,27861,6,4324078,150,968647.72
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",50,9,22115,39,131520,10,47760,29,83760,23,140329,39,131520,22,122713,22,116713,1,6000,44,175031,8,20396,1,500,0,0,1,690657,46,303888.5
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",17,2,3320,12,48792,7,33432,5,15360,6,24820,12,48792,5,21500,5,21500,0,0,13,56312,2,1950,1,1500,0,0,0,0,15,77812
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,240,36,79502,165,570726,39,184326,126,386400,102,577057.55,165,570726,98,549114,94,493912,7,55202,186,739629,33,71098,7,8900,3,27861,7,5014735,211,1350348.22
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1403,304,703805,911,3407291.22,348,1635690.42,563,1771600.8,625,3407362.17,913,3420964.22,534,2943883,517,2662197,40,281686,1092,5027812.47,225,766560,83,112030,22,165334,43,30296071,1227,8380019.71
Bachelor's,BSFCS,,,,1403,304,703805,911,3407291.22,348,1635690.42,563,1771600.8,625,3407362.17,913,3420964.22,534,2943883,517,2662197,40,281686,1092,5027812.47,225,766560,83,112030,22,165334,43,30296071,1227,8380019.71
Bachelor's,,,,,1403,304,703805,911,3407291.22,348,1635690.42,563,1771600.8,625,3407362.17,913,3420964.22,534,2943883,517,2662197,40,281686,1092,5027812.47,225,766560,83,112030,22,165334,43,30296071,1227,8380019.71
,,,,,1403,304,703805,911,3407291.22,348,1635690.42,563,1771600.8,625,3407362.17,913,3420964.22,534,2943883,517,2662197,40,281686,1092,5027812.47,225,766560,83,112030,22,165334,43,30296071,1227,8380019.71
