"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",393,72,165950,293,1111000.28,119,555258,174,555742.28,177,932101.97,293,1121252.28,159,864163,155,756088,17,108075,330,1656408.28,56,320606,23,19475,6,29784,9,5638105,359,2596891.75
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,393,72,165950,293,1111000.28,119,555258,174,555742.28,177,932101.97,293,1121252.28,159,864163,155,756088,17,108075,330,1656408.28,56,320606,23,19475,6,29784,9,5638105,359,2596891.75
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",161,31,64563,94,327827,21,98322,73,229505,62,357829.45,94,327827,59,375103,53,290919,9,84184,113,468714,10,24138,5,5275,6,50077.5,6,3660401,134,923556.95
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",15,1,2162,10,33152,3,14046,7,19106,5,19162,10,33152,5,17000,5,17000,0,0,13,55061,6,19747,1,400,0,0,0,0,14,72061
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",37,5,12815,27,98058,9,42138,18,55920,20,126767,27,98058,19,118952,19,113952,1,5000,30,111373,1,500,0,0,0,0,0,0,30,230325
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,213,37,79540,131,459037,33,154506,98,304531,87,503758.45,131,459037,83,511055,77,421871,10,89184,156,635148,17,44385,6,5675,6,50077.5,6,3660401,178,1225942.95
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1232,256,574901,749,2748683.92,283,1318958.64,466,1429725.28,556,3074270.76,750,2766503.92,502,2818297,483,2476016,51,342281,922,4267324.92,150,784377,50,44650,24,153909.68,36,22378724,1055,7434635.36
Bachelor's,BSFCS,,,,1232,256,574901,749,2748683.92,283,1318958.64,466,1429725.28,556,3074270.76,750,2766503.92,502,2818297,483,2476016,51,342281,922,4267324.92,150,784377,50,44650,24,153909.68,36,22378724,1055,7434635.36
Bachelor's,,,,,1232,256,574901,749,2748683.92,283,1318958.64,466,1429725.28,556,3074270.76,750,2766503.92,502,2818297,483,2476016,51,342281,922,4267324.92,150,784377,50,44650,24,153909.68,36,22378724,1055,7434635.36
,,,,,1232,256,574901,749,2748683.92,283,1318958.64,466,1429725.28,556,3074270.76,750,2766503.92,502,2818297,483,2476016,51,342281,922,4267324.92,150,784377,50,44650,24,153909.68,36,22378724,1055,7434635.36
