"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Intended Dietetics",92,22,51835,66,237504.22,25,111451.22,41,126053,51,284385.56,66,237504.22,44,231110,44,228297,1,2813,77,366133.22,10,62794,2,1000,1,4682,5,2946068,85,632493.78
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",117,31,70939,77,289676,36,166652,41,123024,58,296153.4,77,289676,50,234009,50,221042,2,12967,92,388865,19,13950,5,2500,1,2782,4,1966322,105,650590.9
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",46,11,22060,36,138754,16,74912,20,63842,19,82434.15,36,140807,15,65142,15,58235,2,6907,40,168064,2,1000,0,0,0,0,2,1261279,42,243950.15
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,350,89,202847,225,827777.22,94,432609.22,131,395168,179,946552.77,226,835830.22,153,787052,151,730197,12,56855,272,1159268.22,40,84344,10,5200,2,7464,14,7350011,311,2036132.99
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",403,87,188653,302,1132561,128,595496,174,537065,198,964765.8,304,1142310,169,834989,168,766884,16,68105,347,1654341,53,284440,20,24675,4,16975,7,3788042,375,2542048.8
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,403,87,188653,302,1132561,128,595496,174,537065,198,964765.8,304,1142310,169,834989,168,766884,16,68105,347,1654341,53,284440,20,24675,4,16975,7,3788042,375,2542048.8
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",178,42,87016,107,356639,19,87058,88,269581,80,419211.25,108,361014,74,385614,69,329506,9,56108,126,479267,15,16650,6,3675,5,40722.5,7,4292139,148,943712.75
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",22,4,8033,16,55120,6,28092,10,27028,8,39766,16,55120,7,31733,7,31733,0,0,20,83619,4,19966,0,0,0,0,0,0,20,115352
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",21,1,2887,14,51370,5,23410,9,27960,7,30091,14,51370,6,27204,6,27204,0,0,15,54257,0,0,0,0,0,0,0,0,15,81461
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,221,47,97936,137,463129,30,138560,107,324569,95,489068.25,138,467504,87,444551,82,388443,9,56108,161,617143,19,36616,6,3675,5,40722.5,7,4292139,183,1140525.75
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,1310,312,689339,777,2786869.42,276,1279033.22,501,1507836.2,642,3408722.26,783,2814900.42,562,3020745,546,2687946,61,332799,968,4431815.42,165,829743,51,45050,21,130334.5,32,17727317,1119,7763869.68
Bachelor's,BSFCS,,,,1310,312,689339,777,2786869.42,276,1279033.22,501,1507836.2,642,3408722.26,783,2814900.42,562,3020745,546,2687946,61,332799,968,4431815.42,165,829743,51,45050,21,130334.5,32,17727317,1119,7763869.68
Bachelor's,,,,,1310,312,689339,777,2786869.42,276,1279033.22,501,1507836.2,642,3408722.26,783,2814900.42,562,3020745,546,2687946,61,332799,968,4431815.42,165,829743,51,45050,21,130334.5,32,17727317,1119,7763869.68
,,,,,1310,312,689339,777,2786869.42,276,1279033.22,501,1507836.2,642,3408722.26,783,2814900.42,562,3020745,546,2687946,61,332799,968,4431815.42,165,829743,51,45050,21,130334.5,32,17727317,1119,7763869.68
